id,ra,dec,type,subtype,I_mean,V_mean,period,I_amp,period2,class_grouped,n_obs_I,I_median,I_p95_p5,I_mad,I_kurtosis,V_minus_I,log_period,log_period2,period_ratio,has_period2,phot_I_path,phot_V_path,n_obs_I_phot,I_phot_mean,I_phot_median,I_phot_weighted_mean,I_phot_std,I_phot_mad,I_phot_p95_p5,n_obs_V,V_phot_mean,V_phot_median,V_phot_weighted_mean,V_phot_std,V_phot_mad,V_phot_p95_p5,V_minus_I_phot_mean,V_minus_I_phot_median,V_minus_I_phot_weighted_mean,ls_period_I,ls_log_period_I,ls_frequency_I,ls_power_I,ls_period_catalog_ratio,ls_log_period_delta_catalog,fourier_period_I,fourier_period_source_I,fourier_phase_coverage_I,fourier_offset_I,fourier_model_amp_I,fourier_total_amp_I,fourier_resid_std_I,fourier_chi2_red_I,fourier_var_ratio_I,fourier_A1_I,fourier_phi1_I,fourier_A2_I,fourier_phi2_I,fourier_A3_I,fourier_phi3_I,fourier_A4_I,fourier_phi4_I,fourier_R21_I,fourier_phi21_I,fourier_R31_I,fourier_phi31_I,fourier_R41_I,fourier_phi41_I
LMC562.04.10597,05:56:12.27,-67:53:16.9,ECL,,17.801,18.849,15.4827,0.187,,BINARY,343,17.802,0.1990000000000016,0.0530000000000008,-0.7833171483088086,1.0480000000000018,1.1898466987791625,,,0,OGLE4-GSEP-full\phot\I\LMC562.04.10597.dat,,343,17.803201166180756,17.802,17.799535718321195,0.0632015970524565,0.0530000000000008,0.1990000000000016,0,,,,,,,,,,7.742161793985708,0.8888622428678483,0.1291628910127948,0.8360309941944036,0.5000524323267718,-0.3009844559113139,7.742161793985708,lomb_scargle,1.0,17.802445590337626,0.1786796731934238,0.08376158927188142,0.025121249688373457,2.340133654123163,0.8420111729129774,0.08339346764121912,4.317511973477722,0.003684413893073898,2.98700061695705,0.006058869908872523,0.11816327462452884,0.003353890549225404,4.408664638708176,0.044181085129176144,0.635161977181192,0.07265401092252685,6.01518327573012,0.04021766505327172,5.988172666336046
LMC562.21.9138,05:56:12.33,-67:18:01.4,LPV,SRV,14.735,16.521,244.3,0.157,167.3,LPV,338,14.708,0.2579999999999991,0.04,-0.1729676472863031,1.7860000000000014,2.3879234669734366,2.2234959409623944,0.6848137535816619,1,OGLE4-GSEP-full\phot\I\LMC562.21.9138.dat,,338,14.746183431952662,14.708,14.746183431952662,0.0843749338229249,0.04,0.2579999999999991,0,,,,,,,,,,0.9932940655987924,-0.0029221591979527,1.0067512075562084,0.4799664853177345,0.0040658782873466,-2.390845626171389,0.9932940655987924,lomb_scargle,1.0,14.739531160267111,0.2024264530909973,0.09123865276106616,0.053758969289710856,118.41203945945642,0.5940477278443759,0.0845046171880665,5.759479109122151,0.03193841463676196,4.85725896584499,0.00953102792062032,3.8088188139650816,0.008518134116070764,3.480460012083607,0.3779487523821623,5.90467136195986,0.11278706700024274,5.379937408137387,0.10080081301490909,5.575284804313348
LMC562.21.10168,05:56:12.33,-67:16:00.6,OTHER,,19.175,20.157,10.986,0.275,,OTHER,336,19.187,0.3230000000000039,0.073500000000001,-0.4420444050355128,0.9819999999999992,1.0408395946853402,,,0,OGLE4-GSEP-full\phot\I\LMC562.21.10168.dat,,336,19.182636904761903,19.187,19.16343615589816,0.0990802434089308,0.073500000000001,0.3230000000000039,0,,,,,,,,,,10.977784509412505,1.040514701460027,0.0910930615501321,0.484481499631038,0.9992521854553524,-0.0003248932253134,10.977784509412505,lomb_scargle,1.0,19.173338441993,0.22119093340750678,0.10533981807084608,0.06719060187028095,1.8644719603764597,0.5401216832798468,0.09990994828710323,5.31642435211763,0.030111656217381128,3.2348985040796405,0.014274226584273545,6.253343249789903,0.0020035268239727622,4.168210690380346,0.3013879672007403,5.1684204142035535,0.14287092355662964,2.870440807796186,0.02005332660382715,1.7520692034485847
LMC562.29.8934,05:56:12.34,-66:53:52.1,LPV,OSARG,15.022,18.154,15.021,0.008,15.35,LPV,258,15.0205,0.0259999999999998,0.0045000000000001,0.1820731172076524,3.132,1.1766988461185717,1.1861083798132053,1.021902669595899,1,OGLE4-GSEP-full\phot\I\LMC562.29.8934.dat,,258,15.02156589147287,15.0205,15.021565891472868,0.0077883930014218,0.0045000000000001,0.0259999999999998,0,,,,,,,,,,15.03767260556346,1.1771806252997576,0.0664996523218647,0.1302214874095845,1.0011099531032193,0.0004817791811859,15.03767260556346,lomb_scargle,1.0,15.021575096066051,0.00945198666338105,0.004274051140736195,0.007124041381839803,2.095302034026129,0.16332430850169555,0.003830657338756698,3.3596866363284703,0.0009115431283206344,5.978284630493817,0.0009770607458912668,1.7800622280229967,0.0013446259445316596,2.980757611540518,0.23795997598064736,5.542096665016462,0.25506346809093283,4.267372933396759,0.3510170254403595,2.1083816805858095
LMC562.29.8885,05:56:12.46,-66:58:37.4,LPV,OSARG,14.717,,17.441,0.006,137.1,LPV,265,14.717,0.020999999999999,0.004999999999999,1.6002053026890173,,1.2415713820891674,2.137037454789513,7.860787798864744,1,OGLE4-GSEP-full\phot\I\LMC562.29.8885.dat,,265,14.71724150943396,14.717,14.717241509433965,0.0072254137441107,0.004999999999999,0.020999999999999,0,,,,,,,,,,0.0996862335381935,-1.0013648127134374,10.031475405446654,0.07637552912214,0.0057156260270737,-2.2429361948026045,0.0996862335381935,lomb_scargle,1.0,14.717218419410717,0.007913078586225256,0.0033469356965652275,0.006862751624394542,1.9427660941478595,0.09786585500971434,0.003019769242581025,0.7269298456389541,0.001079115281975995,3.158658602454478,0.0004491098309104869,1.0683631285303075,0.000846630289140195,0.06588823556003354,0.35735024609154076,1.7047989111765696,0.14872322844331926,5.170758898793031,0.28036257777649665,3.441354160183803
LMC562.12.95,05:56:12.53,-67:44:21.3,OTHER,,16.266,18.685,6.7683,0.021,,OTHER,339,16.266,0.0350000000000001,0.0079999999999991,0.1500488722167374,2.4190000000000005,0.8304796002462538,,,0,OGLE4-GSEP-full\phot\I\LMC562.12.95.dat,OGLE4-GSEP-full\phot\V\LMC562.12.95.dat,339,16.26591150442478,16.266,16.265921038341038,0.011167279064056,0.0079999999999991,0.0350000000000001,28,18.682107142857145,18.687,18.679620887502587,0.0405547999494734,0.0269999999999992,0.1100999999999992,2.4161956384323666,2.421000000000003,2.4136998491615493,6.775351406144595,0.8309318249769602,0.1475938206087872,0.1792477395041393,1.0010418282500178,0.0004522247307063,6.775351406144595,lomb_scargle,1.0,16.265981481790927,0.018749442184961697,0.007517711753375912,0.00996566545156967,2.1611292885119338,0.20362453909859635,0.007063650820889428,4.741594856842772,0.002020645087803258,3.9980777758249126,0.0008686159108447353,0.6766638313872534,0.0013354126388342947,0.3888795979961581,0.286062425654957,0.7980733693189546,0.12296982578413503,5.301435182397697,0.18905416939425448,0.27205609216382953
LMC563.19.341,05:56:12.58,-66:11:33.9,OTHER,Spots,17.952,19.02,72.36,0.111,,OTHER,328,17.9525,0.1349499999999999,0.038499999999999,-0.7712196182995967,1.0679999999999978,1.859498558187776,,,0,OGLE4-GSEP-full\phot\I\LMC563.19.341.dat,OGLE4-GSEP-full\phot\V\LMC563.19.341.dat,328,17.954692073170733,17.9525,17.951938004773826,0.0454581805124813,0.038499999999999,0.1349499999999999,27,19.02259259259259,19.013,19.016689672623396,0.0739809015163625,0.0630000000000023,0.1964000000000005,1.0679005194218585,1.060500000000001,1.064751667849567,0.9838245589297926,-0.0070823404730022,1.0164413877691802,0.4048698916586784,0.0135962487414288,-1.8665808986607784,0.9838245589297926,lomb_scargle,1.0,17.95454705891424,0.09281612010981076,0.04445714932744727,0.034838411583690866,3.860744417604124,0.4126559229746989,0.0436842548873146,1.6999150786087176,0.005866019363233943,2.3516318554693636,0.0036026939467406626,0.8245781905939902,0.004553505728486438,1.2731704288572074,0.1342822346029614,5.234987005431515,0.08247122346561628,2.0080182619474236,0.10423677227029281,0.7566954216019237
LMC562.12.10420,05:56:12.68,-67:28:05.3,ECL,,17.215,17.099,1.914323,0.135,,BINARY,326,17.208,0.1210000000000022,0.0144999999999999,2.499561029772413,-0.1159999999999996,0.2820152172875574,,,0,OGLE4-GSEP-full\phot\I\LMC562.12.10420.dat,,326,17.215923312883433,17.208,17.213183476036978,0.033794996571959,0.0144999999999999,0.1210000000000022,0,,,,,,,,,,0.957130997149638,-0.0190286187060655,1.044789065423675,0.1961504169886607,0.4999840659855405,-0.301043835993623,0.957130997149638,lomb_scargle,1.0,17.21462463238238,0.05494867135603448,0.024710438235844352,0.02796504466808242,5.320065522655439,0.3152591757788292,0.020624640699718946,2.1503208451116653,0.012330988564633135,4.462519203788713,0.00423111463824464,0.7223919573740883,0.003908240493098433,3.630450025034326,0.5978765276042443,0.1618775135653827,0.20514852597176628,0.5546147292186783,0.18949374924876589,1.3123519517672513
LMC563.27.6696,05:56:12.78,-65:44:29.5,LPV,OSARG,15.125,16.622,14.439,0.011,13.195,LPV,337,15.125,0.0289999999999999,0.0060000000000002,1.7890888810489805,1.497,1.159537116397021,1.1204093945560685,0.9138444490615694,1,OGLE4-GSEP-full\phot\I\LMC563.27.6696.dat,OGLE4-GSEP-full\phot\V\LMC563.27.6696.dat,337,15.125302670623144,15.125,15.125302670623146,0.0095859407834435,0.0060000000000002,0.0289999999999999,29,16.624275862068966,16.624,16.62306140350877,0.0184563124155476,0.0169999999999994,0.0548000000000001,1.4989731914458222,1.4989999999999988,1.4977587328856252,0.5177553239752546,-0.285875426647572,1.931414229258208,0.0958155708257738,0.0358581151032103,-1.445412543044593,0.5177553239752546,lomb_scargle,1.0,15.125304477725491,0.011607267586046476,0.004782899113586571,0.008965507943185258,3.2936331439330293,0.1252573225522141,0.004192129223813857,1.0224720873522661,0.00023888336208323642,4.3440380052184855,0.002133844268623789,1.3926353238955824,0.0008317571028697272,2.1292272721467382,0.056983778249542705,2.299093830513953,0.5090120448821684,4.608404369018371,0.19840922320448479,4.32252422991726
LMC563.10.7700,05:56:12.78,-66:14:33.5,OTHER,,18.894,19.97,24.514,0.143,,OTHER,324,18.894,0.2336499999999972,0.0470000000000006,-0.2692311827323728,1.0760000000000003,1.389414181761684,,,0,OGLE4-GSEP-full\phot\I\LMC563.10.7700.dat,OGLE4-GSEP-full\phot\V\LMC563.10.7700.dat,324,18.89911728395062,18.894,18.890122141002767,0.0698238726997592,0.0470000000000006,0.2336499999999972,25,19.95496,19.943,19.952774585868863,0.0860917533797517,0.0559999999999973,0.2762000000000029,1.05584271604938,1.049000000000003,1.062652444866096,0.9583665493769764,-0.0184683532128224,1.0434420949375671,0.3890589571678378,0.0390946622084105,-1.4078825349745063,0.9583665493769764,lomb_scargle,1.0,18.89533964098567,0.125990320677614,0.06488852859209371,0.05372386078722115,1.8882571831595287,0.4079933781069828,0.06416880219913582,4.555397839919214,0.008760484882685963,4.165708541261033,0.0035005342013344257,3.7425833165450557,0.001971327497059591,4.76549350730006,0.1365224935241809,1.3380981686021904,0.054551964215744216,2.642760411146586,0.03072096454195836,5.393458069161962
LMC563.10.1013,05:56:12.98,-66:23:44.1,RRLYR,RRab,18.4,18.949,0.718699,0.414,,PULS,305,18.418,0.3992000000000004,0.100999999999999,-0.9059617714262274,0.549000000000003,-0.1434529594215101,,,0,OGLE4-GSEP-full\phot\I\LMC563.10.1013.dat,,305,18.410845901639345,18.418,18.3779374249061,0.1279261423091806,0.100999999999999,0.3992000000000004,0,,,,,,,,,,0.7186833130662301,-0.14346243880457,1.3914334475550083,0.6714197476109957,0.9999781731520848,-9.47938305984053e-06,0.7186833130662301,lomb_scargle,1.0,18.40823039421318,0.4002872389986485,0.16386915307196404,0.04184006448688608,2.1745638507823157,0.8930289932605444,0.14210230603952662,5.1897776412926016,0.06514710974969216,2.317229235666364,0.04406352532191221,5.937452399529676,0.021778286760860233,3.6406280422539656,0.4584521642567229,4.504044567440333,0.31008311230118724,2.9344900900110424,0.15325779973480846,1.7310733986223177
LMC562.12.2870,05:56:13.35,-67:40:02.0,OTHER,,19.49,20.601,4.9496,0.278,,OTHER,336,19.4865,0.4462500000000027,0.0820000000000007,-0.0209197619639107,1.1110000000000009,0.6945701030119444,,,0,OGLE4-GSEP-full\phot\I\LMC562.12.2870.dat,,336,19.5040625,19.4865,19.478804819691963,0.1308087779187505,0.0820000000000007,0.4462500000000027,0,,,,,,,,,,0.8301148385876742,-0.0808618229070658,1.2046526016826322,0.2906194792211679,0.167713519999126,-0.7754319259190103,0.8301148385876742,lomb_scargle,1.0,19.486954477683796,0.21155258494941903,0.09093859610309157,0.10834851620766844,2.3747090089597296,0.31392410658978764,0.08309608451978034,0.16950137113513433,0.03275213351450337,0.14744659313443767,0.009952929900182214,1.8271246547573636,0.013896256162468602,1.4791704688951537,0.3941477351644288,6.091629158043755,0.11977615982390843,1.3186205413519607,0.1672311787345493,0.8011649843546164
LMC563.10.6631,05:56:13.41,-66:22:33.9,DCEP,1O,16.238,16.828,1.027533,0.211,,PULS,326,16.2345,0.2182500000000011,0.0784999999999982,-1.3766350101502636,0.5899999999999999,0.0117957784680711,,,0,OGLE4-GSEP-full\phot\I\LMC563.10.6631.dat,,326,16.233377300613498,16.2345,16.228783992467186,0.0779057535551682,0.0784999999999982,0.2182500000000011,0,,,,,,,,,,1.0275477645292217,0.0118020187615717,0.9731907698306922,0.9101731031569522,1.000014368910022,6.240293500532276e-06,1.0275477645292217,lomb_scargle,1.0,16.239883520830716,0.21259374249419394,0.10440838976986361,0.012275877026507462,4.157260379157737,0.97517061325965,0.10105510394215371,2.92782776951673,0.02474047034214754,3.7679253836307436,0.008213884501005733,4.409192032448194,0.003069047120805595,5.876683788190679,0.24482158126629172,4.195455151776869,0.08128124340664229,1.9088940310775904,0.03037003576348196,0.44855801730334477
LMC563.19.6737,05:56:13.42,-65:56:53.1,OTHER,Spots,17.292,18.443,51.21,0.125,,OTHER,337,17.28,0.1676000000000002,0.0329999999999977,-0.4877500799662133,1.1509999999999998,1.709354775834396,,,0,OGLE4-GSEP-full\phot\I\LMC563.19.6737.dat,OGLE4-GSEP-full\phot\V\LMC563.19.6737.dat,337,17.291097922848664,17.28,17.28967086200554,0.0537252093590391,0.0329999999999977,0.1676000000000002,29,18.43506896551724,18.427,18.424337283278,0.0751369849173029,0.0569999999999986,0.2181999999999995,1.1439710426685783,1.1469999999999985,1.1346664212724562,51.18632399460542,1.7091539413067784,0.019536468375916,0.4717026144761578,0.9995376683187934,-0.0002008345276176,51.18632399460542,lomb_scargle,1.0,17.292739608232246,0.1157951647090987,0.05631064213725871,0.03731908513531078,11.327825190972165,0.517490638120273,0.05577396801152289,1.0373484162796103,0.0060769535066547255,3.956096303658506,0.00363120065170376,1.1557356951050985,0.003168268938247139,0.2156553760398472,0.10895680768847625,1.8813994710992854,0.0651056537873288,4.326875753445854,0.05680551431435855,2.3494470181009923
LMC562.12.10167,05:56:13.70,-67:33:43.6,ECL,,16.6,16.542,3.95149,0.349,,BINARY,334,16.576,0.221,0.0390000000000014,3.492903233870073,-0.0579999999999998,0.5967608872115172,,,0,OGLE4-GSEP-full\phot\I\LMC562.12.10167.dat,,334,16.595532934131736,16.576,16.59273413809608,0.071235158882638,0.0390000000000014,0.221,0,,,,,,,,,,1.9757868922736317,0.2957400999172362,0.506127459348236,0.5173419397719516,0.5000106016397945,-0.3010207872942809,1.9757868922736317,lomb_scargle,1.0,16.598559310613595,0.18726346401581243,0.08139311809792148,0.04189208978763247,27.09118941145873,0.6541599727034688,0.07750766794280281,0.6918949452275579,0.01715626139879117,1.475899976583436,0.015293828763121757,1.9639533934068207,0.009442593941871398,2.75038802071248,0.22134921426679643,0.09211008612832017,0.19732020287860963,6.171453864903733,0.12182786803545179,6.265993546981834
LMC562.29.1100,05:56:13.75,-67:04:02.4,RRLYR,RRc,18.884,19.222,0.2770142,0.225,,PULS,201,18.891,0.2520000000000024,0.064,-0.6417901810634361,0.3380000000000009,-0.5574979680345487,,,0,OGLE4-GSEP-full\phot\I\LMC562.29.1100.dat,OGLE4-GSEP-full\phot\V\LMC562.29.1100.dat,201,18.897278606965173,18.891,18.8825901982765,0.0822902909828963,0.064,0.2520000000000024,21,19.21609523809524,19.172,19.198268883910664,0.1654901522030552,0.1140000000000007,0.4319999999999986,0.3188166311300655,0.2810000000000023,0.3156786856341647,0.277014395679213,-0.5574976612547069,3.6099206958111134,0.6649409066252807,1.0000007063869398,3.067798417522028e-07,0.277014395679213,lomb_scargle,1.0,18.887107743911496,0.20834458527659577,0.09957513102801391,0.045816783738267364,1.4259421745540102,0.6900069177387764,0.09742871270887815,5.245548861267118,0.020204487474193174,2.5754981275854996,0.0014513684255669092,5.7929040880227385,0.003539049976400752,5.153148343684617,0.20737713670265961,4.650771019410435,0.01489672176931733,2.622628118580554,0.036324507201235534,3.0205088201549017
LMC563.19.7347,05:56:14.15,-65:59:53.4,ECL,,19.128,19.33,4.29665,0.251,,BINARY,337,19.118,0.2528000000000006,0.0380000000000002,2.2949441121696403,0.2019999999999981,0.6331299780126226,,,0,OGLE4-GSEP-full\phot\I\LMC563.19.7347.dat,OGLE4-GSEP-full\phot\V\LMC563.19.7347.dat,337,19.12734421364985,19.118,19.11714328681063,0.0750468518584157,0.0380000000000002,0.2528000000000006,29,19.33058620689655,19.327,19.327708624579035,0.0617283896490902,0.0229999999999996,0.1409999999999982,0.2032419932466993,0.2090000000000031,0.2105653377684042,0.6811067483289713,-0.1667848167552484,1.4681986376634824,0.0685412992400111,0.1585204166801976,-0.7999147947678711,0.6811067483289713,lomb_scargle,1.0,19.11953820289492,0.09307299100246194,0.03301172980460347,0.07009992525421502,2.290788443177769,0.12749052411744843,0.022167474422185755,0.21202670030714602,0.01219699152581819,0.4019698263395027,0.0159105191865941,5.864061192287594,0.014016638661463233,5.501715169579054,0.5502201691326253,6.261101732904796,0.7177416282781615,5.227981091366156,0.6323065223630092,4.653608368350469
LMC563.27.7644,05:56:14.16,-65:37:47.9,RRLYR,RRc,18.784,19.129,0.2798315,0.211,,PULS,337,18.793,0.2611999999999987,0.0649999999999977,-0.7723081525051172,0.3450000000000024,-0.5531033995433614,,,0,OGLE4-GSEP-full\phot\I\LMC563.27.7644.dat,OGLE4-GSEP-full\phot\V\LMC563.27.7644.dat,337,18.78966172106825,18.793,18.778642585320178,0.0819876122357783,0.0649999999999977,0.2611999999999987,29,19.138172413793107,19.16,19.124845573297257,0.1330102222080046,0.1159999999999996,0.3648000000000024,0.348510692724858,0.3670000000000009,0.3462029879770796,0.2185189733722497,-0.6605108485190433,4.576261660796327,0.5262934181472144,0.7808948362577114,-0.1074074489756818,0.2185189733722497,lomb_scargle,1.0,18.77957027478185,0.18333698432235135,0.08540117309609585,0.055673144249179664,3.0071904515902372,0.538900105993261,0.08474180059828672,1.3597466135365024,0.005873274007922053,0.7422150393753963,0.007360335498734869,4.990086793062387,0.004849506296879097,3.150019019566089,0.06930787364035308,4.305907119481978,0.08685601965936605,0.9108469524528804,0.05722684982666208,3.9942178725996658
LMC562.21.35,05:56:14.84,-67:25:23.7,DCEP,F,15.5,,2.354399,0.687,,PULS,205,15.574,0.6470000000000002,0.1699999999999999,-1.0759292922282688,,0.3718800646307262,,,0,OGLE4-GSEP-full\phot\I\LMC562.21.35.dat,,205,15.521682926829268,15.574,15.51562494769245,0.2135271300006011,0.1699999999999999,0.6470000000000002,0,,,,,,,,,,2.3543802687496247,0.3718766094342887,0.4247402228405034,0.7079482812048205,0.9999920441478376,-3.4551964374629485e-06,2.3543802687496247,lomb_scargle,1.0,15.520666811616,0.6957624969919771,0.287371263893072,0.025155657577310076,25.914046918756217,0.9861207747773681,0.24771125676539757,0.4473159523214193,0.12314382411254464,5.184555694983475,0.06562299971171827,3.810594642752102,0.04184013712911786,2.3180580638479764,0.49712647588386233,4.289923790340636,0.2649173096476133,2.468646785787844,0.16890688649141136,0.5287942545622992
LMC563.19.1044,05:56:14.87,-66:04:40.1,RRLYR,RRc,18.75,19.159,0.3588011,0.286,,PULS,337,18.756,0.3216000000000001,0.0949999999999988,-0.9213553732365236,0.4089999999999989,-0.445146234180906,,,0,OGLE4-GSEP-full\phot\I\LMC563.19.1044.dat,OGLE4-GSEP-full\phot\V\LMC563.19.1044.dat,337,18.759718100890208,18.756,18.738864775605467,0.1085577010766593,0.0949999999999988,0.3216000000000001,29,19.160965517241383,19.121,19.11009820030164,0.1670969527717836,0.1369999999999969,0.4784000000000006,0.4012474163511754,0.3649999999999984,0.3712334246961717,0.2638735687471035,-0.578604109295546,3.789693695916928,0.5818679201244298,0.7354313260107159,-0.1334578751146399,0.2638735687471035,lomb_scargle,1.0,18.750564431737704,0.23420430011097182,0.11313248815219949,0.06992097313913709,4.962236105126291,0.5851475562767019,0.1120574995481488,2.7442606449130764,0.007969152219054696,3.8237102184988983,0.010818427422778332,3.383507498171033,0.00784416417037568,5.9503705372220175,0.07111663432781236,4.618374235852332,0.09654353761597077,1.43391087061139,0.07000124223729626,1.256513264749298
LMC562.21.9136,05:56:15.19,-67:18:19.3,LPV,OSARG,14.641,,23.037,0.011,205.8,LPV,166,14.641,0.0357500000000001,0.0069999999999996,-0.0929593029870088,,1.3624259223086304,2.313445370426414,8.933454876937102,1,OGLE4-GSEP-full\phot\I\LMC562.21.9136.dat,,166,14.641343373493974,14.641,14.641343373493976,0.0106490653198733,0.0069999999999996,0.0357500000000001,0,,,,,,,,,,0.1108687322615507,-0.955190918422122,9.01967560737411,0.1675769549832008,0.0048126375943721,-2.3176168407307527,0.1108687322615507,lomb_scargle,1.0,14.641251311843423,0.015521704454745721,0.006215584039337999,0.009589217732939935,3.8655441937338595,0.18914466630394844,0.0057332448208188835,2.2070882192929746,0.000343084521106917,3.965669563400374,0.0015333092407634813,5.307637745250744,0.001815115577089482,5.658015984056413,0.05984124729177604,5.834678431994011,0.2674417871003244,4.969558394551407,0.3165948138998585,3.112848414064101
LMC563.27.1093,05:56:15.57,-65:45:47.5,RRLYR,RRc,18.575,18.985,0.3776499,0.253,,PULS,336,18.5715,0.2847499999999989,0.0779999999999994,-1.018465209892597,0.4100000000000001,-0.4229106259660297,,,0,OGLE4-GSEP-full\phot\I\LMC563.27.1093.dat,OGLE4-GSEP-full\phot\V\LMC563.27.1093.dat,336,18.58392261904762,18.5715,18.570440613665724,0.0957674731821158,0.0779999999999994,0.2847499999999989,29,19.02993103448276,19.057,19.00465092993479,0.1412881885252575,0.1199999999999974,0.3769999999999989,0.4460084154351413,0.4854999999999982,0.4342103162690662,0.3776481850843272,-0.4229125981103481,2.64796718082123,0.7914584814464419,0.9999954589802016,-1.972144318407309e-06,0.3776481850843272,lomb_scargle,1.0,18.57850719616802,0.24100441550791765,0.12199691537258227,0.04078368726706889,1.935583204959235,0.8186419162351783,0.12030306885894426,4.602391184866427,0.017906630503585944,1.8708213701720948,0.005689389810606782,4.995540797481325,0.007576437892316116,2.3094176916581417,0.14884599930348846,5.232409614798414,0.0472921419592181,3.754737857241217,0.06297792703193228,2.7494088737311912
LMC562.21.37,05:56:15.63,-67:25:17.8,DCEP,F,15.568,,2.62802,0.374,,PULS,154,15.6015,0.3580500000000004,0.1090000000000008,-1.3046559183644149,,0.4196286660082099,,,0,OGLE4-GSEP-full\phot\I\LMC562.21.37.dat,,154,15.57680519480519,15.6015,15.574491419601936,0.121884284451963,0.1090000000000008,0.3580500000000004,0,,,,,,,,,,0.4196274647201944,-0.3771360948681818,2.3830661338308614,0.571330176917851,0.1596743802254908,-0.7967647608763918,0.4196274647201944,lomb_scargle,1.0,15.576622358058222,0.2869332324418964,0.13273008571336797,0.0768125569181855,240.4503508374883,0.6028367828314483,0.1302244365419922,4.016830168179181,0.0228467033808322,6.178310446300664,0.0072701510373358955,3.9167157309661995,0.009167596703675932,0.5743730853146161,0.1754409847146088,4.427835417121887,0.055827855588313956,4.432595840787828,0.07039843632358314,3.3566083341366486
LMC563.10.14,05:56:15.90,-66:27:15.9,LPV,OSARG,14.049,16.155,51.17,0.024,186.1,LPV,336,14.047,0.0742499999999992,0.016,-0.4022303616636637,2.1060000000000016,1.7090154169721172,2.269746373130767,3.636896619112761,1,OGLE4-GSEP-full\phot\I\LMC563.10.14.dat,OGLE4-GSEP-full\phot\V\LMC563.10.14.dat,336,14.048553571428572,14.047,14.048553571428572,0.0225810008446729,0.016,0.0742499999999992,28,16.15085714285714,16.154,16.15085714285714,0.0375713782766679,0.0269999999999992,0.1171499999999987,2.1023035714285694,2.1069999999999998,2.1023035714285694,0.4972413584278926,-0.3034327557544421,2.0110957848752937,0.3103698387950304,0.0097174390937637,-2.0124481727265597,0.4972413584278926,lomb_scargle,1.0,14.04986790333221,0.042236486249467735,0.019717302527186672,0.0178684114566433,13.083650504539085,0.37383972021672207,0.018323165002740158,3.8246363189828387,0.004580703191951135,1.1252462007452113,0.005264292475877366,3.1044422773913105,0.002082792890959128,0.7829874948335707,0.24999519413082338,6.042344177138706,0.2873025743691175,4.196903934801966,0.11366993042128118,4.333998140440974
LMC562.04.11284,05:56:16.13,-67:52:34.7,RRLYR,RRab,18.681,19.255,0.598125,0.475,,PULS,241,18.688,0.4669999999999987,0.1120000000000018,-0.5281977622089529,0.5739999999999981,-0.2232080448790812,,,0,OGLE4-GSEP-full\phot\I\LMC562.04.11284.dat,,241,18.68928215767635,18.688,18.657309578015784,0.1508340535886764,0.1120000000000018,0.4669999999999987,0,,,,,,,,,,0.2721451822114556,-0.5651993495978721,3.674509289027224,0.5934630241158694,0.454997169841514,-0.3419913047187909,0.2721451822114556,lomb_scargle,1.0,18.68032260983375,0.3512627038399988,0.1670444754681889,0.0887888858951634,9.631867726964717,0.6534878973274751,0.1585276677751349,5.691212047471969,0.050721095278004065,3.294102007149987,0.011860383863280689,1.225440284115939,0.007716030238022244,5.631564883573524,0.31995105958380643,4.478048526565221,0.07481586040932718,3.0013600632387902,0.04867308241087052,1.7162726152244083
LMC563.27.838,05:56:16.25,-65:51:53.9,RRLYR,RRab,18.629,19.211,0.655029,0.204,,PULS,335,18.64,0.2266000000000012,0.0519999999999996,-0.4916101071879644,0.5819999999999972,-0.1837394721285635,,,0,OGLE4-GSEP-full\phot\I\LMC563.27.838.dat,,335,18.6375104477612,18.64,18.630212462199385,0.0697063497101855,0.0519999999999996,0.2266000000000012,0,,,,,,,,,,0.6550136224449682,-0.1837496678079732,1.5266858058116437,0.5940503896072751,0.9999765238561472,-1.019567940974131e-05,0.6550136224449682,lomb_scargle,1.0,18.630199287857156,0.1785476871298163,0.08244186156098336,0.03814673658071908,1.6887161173138325,0.7005184313807691,0.07709218635115934,6.095233815912642,0.025618413231085685,4.4190474951397345,0.012967362872883536,2.8405650749888625,0.00538514112004164,1.3942452600578925,0.3323088168026827,4.794950477673623,0.16820592963619493,3.404419548789697,0.06985326756089148,2.146051225125671
LMC563.02.33,05:56:16.27,-66:45:07.1,LPV,OSARG,14.761,16.522,15.596,0.011,64.11,LPV,331,14.76,0.0335,0.0060000000000002,0.6914627998024452,1.7609999999999992,1.193013226515948,1.806925776883732,4.110669402410874,1,OGLE4-GSEP-full\phot\I\LMC563.02.33.dat,,331,14.760719033232627,14.76,14.760719033232627,0.009954878519362,0.0060000000000002,0.0335,0,,,,,,,,,,0.9995626720643336,-0.000189970652007,1.000437519275068,0.1058142173370051,0.0640909638410062,-1.193203197167955,0.9995626720643336,lomb_scargle,0.7,14.783745950744873,0.017377120339620897,0.054082435539784604,0.009082498026199664,3.3816502149880567,0.16758730486930862,0.03798394784441274,2.0494874855749203,0.03300786062809873,4.211993681586247,0.019164222519206308,6.133980083574644,0.005034208185826694,1.8855734034145637,0.8689949966049682,0.11301871043640599,0.5045347734181158,6.268702934029469,0.1325351489647015,6.253994075474055
